Source Category,URL,Title,Product Code,Brand,Dimensions (HxDia),Discharge Range,Discharge Time,Operating Temperature,Working Pressure,Weight,Product Datasheets,Image File,Alternative Product Codes,Storage Temperature,Warranty,Capacity,Discharge Range (min),Extinguisher Agent,Dielectrical Test,1 unit,2+ units,5+ units,Dimensions (HxWxDia),Temperature Range,Operating Pressure,Dimensions (HxWxD),Extinguisher ID Sign,Approvals,Extinguisher Contents,Dimensions,Empty Weight,Fire Rating,Hose Length,Maximum Allowable Pressure,Test Pressure,Extinguisher Rating,Manufacturer Part Number,Minimum Burst Pressure,Weight (inc. Cylinder),Kit Contents,Component,"""First Aid in an Emergency"" booklet",Cleansing Wipes,Waterproof Low Allergy Plasters – Pk 10,Disposable Non-Sterile Triangular Bandage 90 x 90 x130cm,HSE Medium Dressing – 12 x 12cm,HSE Large Dressing – 18 x 18cm,SJS Nitrile Powder Free Gloves (pair) – Medium,St. John Ambulance Finger Dressing,Extinguisher Ratings,Case Dimensions (HxWxD),Weave,Dimensions (HxW),Space volume suitable for,Back-Up Battery,Input Voltage,Relative Humidity,Activation Alerts,Detection,Extinguishing Agent,Fire Control Area,Fire Suppression Area,Installation Time,Legionella Control,External Dimensions (HxWxD),Internal Dimensions (HxWxD),Number of Fire Resistant Pads,Battery Suitability,Fabric Weight,Fire Type Suitability,Independent Testing,Internal Exposure Test,Lifespan,Material,Maximum Temperature,PFAS-Free,Certification,Number of Sockets,Door Swing,Handle Depth,Shelves,Construction,Dimensions (HxL),Item,Waterproof Low Allergy Plasters - Pk 10,HSE Medium Dressing - 12 x 12cm,HSE Large Dressing - 18 x 18cm,SJS Nitrile Powder Free Gloves (pair) - Medium,Medium Dressing 12x12cm,Traumafix Dressing 10x18cm,Low-Adherent Dressing 7.5x7.5cm,Triangular Bandage,Washproof Plasters (assorted) 10pk,Sterile Moist Cleansing Wipes 10pk,Nitrile Powder Free Gloves (pair),Revive-aid (Resuscitation mask with valve),Disposable Heat Retaining Foil Blanket,Burnshield® Burns Dressing 10x10cm,Tuff-Kut Scissors,"""First Aid in an Emergency"" Booklet",Burnshield® Burn Blott sachets (3.5g),Sterile Cleansing Wipes,HSE Medium Dressing (12 x 12cm),HSE Large Dressing (18 x 18cm),Resuscitation Face Shield,Green Plastic Tweezers,Microporous Tape (1.25cm x 10m),No. 16 Sterile Eye Pad Dressing,Non-Sterile Triangular Bandage (90 x 90 x 130cm),Eye Wash Phials (20ml),Dimensions (L),Max. Extinguisher Dimensions,Suitability,Recyclable
Lithium Ion Extinguishers,https://www.safelincs.co.uk/premium-storage-and-charging-small-cabinet-cemo-lockex/,Premium Storage and Charging Small Cabinet - CEMO LockEX,CEP8/5F,CEMO,,,,,,85.00kg,CEMO LockEX Datasheet,Premium Storage and Charging Small Cabinet  CEMO LockEX.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890 x 660 x 620mm,730 x 530 x 450mm,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/premium-storage-and-charging-small-cabinet-cemo-lockex/,Premium Storage and Charging Small Cabinet - CEMO LockEX,CEP8/5F,CEMO,,,,,,85.00kg,CEMO LockEX Datasheet,Premium Storage and Charging Small Cabinet  CEMO LockEX.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890 x 660 x 620mm,730 x 530 x 450mm,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=5981,Premium Storage and Charging Small Cabinet - CEMO LockEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/premium-storage-and-charging-small-cabinet-cemo-lockex/,Premium Storage and Charging Small Cabinet - CEMO LockEX,CEP8/5F,CEMO,,,,,,85.00kg,CEMO LockEX Datasheet,Premium Storage and Charging Small Cabinet  CEMO LockEX.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890 x 660 x 620mm,730 x 530 x 450mm,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/premium-storage-and-charging-large-cabinet-cemo-lockex/,Premium Storage and Charging Large Cabinet - CEMO LockEX,"Stacking Feet: 
                  CEP8/10F                
                              
                  Castors: 
                  CEP8/10C",CEMO,,,,,,CEP8/10F: 135kgCEP8/10C: 146kg,CEMO LockEX Datasheet,Premium Storage and Charging Large Cabinet  CEMO LockEX.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stacking Feet: 1110 x 660 x 890mmCastors: 1150 x 660 x 890mm,880 x 530 x 730mm,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/premium-storage-and-charging-large-cabinet-cemo-lockex/,Premium Storage and Charging Large Cabinet - CEMO LockEX,"Stacking Feet: 
                  CEP8/10F                
                              
                  Castors: 
                  CEP8/10C",CEMO,,,,,,CEP8/10F: 135kgCEP8/10C: 146kg,CEMO LockEX Datasheet,Premium Storage and Charging Large Cabinet  CEMO LockEX.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stacking Feet: 1110 x 660 x 890mmCastors: 1150 x 660 x 890mm,880 x 530 x 730mm,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=5982,Premium Storage and Charging Large Cabinet - CEMO LockEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/premium-storage-and-charging-large-cabinet-cemo-lockex/,Premium Storage and Charging Large Cabinet - CEMO LockEX,"Stacking Feet: 
                  CEP8/10F                
                              
                  Castors: 
                  CEP8/10C",CEMO,,,,,,CEP8/10F: 135kgCEP8/10C: 146kg,CEMO LockEX Datasheet,Premium Storage and Charging Large Cabinet  CEMO LockEX.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stacking Feet: 1110 x 660 x 890mmCastors: 1150 x 660 x 890mm,880 x 530 x 730mm,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/phoenix-battery-fighter-0440-series/,Phoenix Battery Fighter 0440 Series - Fire and Security Safe,"BS0441, Key Lock: 
                  PSBS0441K                
                              
                  BS0441, Electronic Lock: 
                  PSBS0441E                
                              
                  BS0441, Fingerprint Lock: 
                  PSBS0441F                
                              
                  BS0442, Key Lock: 
                  PSBS0442K                
                              
                  BS0442, Electronic Lock: 
                  PSBS0442E                
                              
                  BS0442, Fingerprint Lock: 
                  PSBS0442F",Phoenix Safe Co,,,,,,BS0441: 93kgBS0442: 120kg,,Phoenix Battery Fighter 0440 Series  Fire and Security Safe.jpg,,,,BS0441: 63 litresBS0442: 84 litres,,,,,,,,,,,,,,,,,,,,,0441 - Key Lock: BS0441K0441 - Electronic Lock: BS0441E0441 - Fingerprint Lock: BS0441F0442 - Key Lock: BS0442K0442 - Electronic Lock: BS0442E0442 - Fingerprint Lock: BS0442F,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS0441: 640 x 500 x 500mmBS0442: 820 x 520 x 520mm,BS0441: 510 x 375 x 330mmBS0442: 670 x 380 x 330mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/phoenix-battery-fighter-0440-series/,Phoenix Battery Fighter 0440 Series - Fire and Security Safe,"BS0441, Key Lock: 
                  PSBS0441K                
                              
                  BS0441, Electronic Lock: 
                  PSBS0441E                
                              
                  BS0441, Fingerprint Lock: 
                  PSBS0441F                
                              
                  BS0442, Key Lock: 
                  PSBS0442K                
                              
                  BS0442, Electronic Lock: 
                  PSBS0442E                
                              
                  BS0442, Fingerprint Lock: 
                  PSBS0442F",Phoenix Safe Co,,,,,,BS0441: 93kgBS0442: 120kg,,Phoenix Battery Fighter 0440 Series  Fire and Security Safe.jpg,,,,BS0441: 63 litresBS0442: 84 litres,,,,,,,,,,,,,,,,,,,,,0441 - Key Lock: BS0441K0441 - Electronic Lock: BS0441E0441 - Fingerprint Lock: BS0441F0442 - Key Lock: BS0442K0442 - Electronic Lock: BS0442E0442 - Fingerprint Lock: BS0442F,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS0441: 640 x 500 x 500mmBS0442: 820 x 520 x 520mm,BS0441: 510 x 375 x 330mmBS0442: 670 x 380 x 330mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=5970,Phoenix Battery Fighter 0440 Series - Fire and Security Safe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/phoenix-battery-fighter-0440-series/,Phoenix Battery Fighter 0440 Series - Fire and Security Safe,"BS0441, Key Lock: 
                  PSBS0441K                
                              
                  BS0441, Electronic Lock: 
                  PSBS0441E                
                              
                  BS0441, Fingerprint Lock: 
                  PSBS0441F                
                              
                  BS0442, Key Lock: 
                  PSBS0442K                
                              
                  BS0442, Electronic Lock: 
                  PSBS0442E                
                              
                  BS0442, Fingerprint Lock: 
                  PSBS0442F",Phoenix Safe Co,,,,,,BS0441: 93kgBS0442: 120kg,,Phoenix Battery Fighter 0440 Series  Fire and Security Safe.jpg,,,,BS0441: 63 litresBS0442: 84 litres,,,,,,,,,,,,,,,,,,,,,0441 - Key Lock: BS0441K0441 - Electronic Lock: BS0441E0441 - Fingerprint Lock: BS0441F0442 - Key Lock: BS0442K0442 - Electronic Lock: BS0442E0442 - Fingerprint Lock: BS0442F,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS0441: 640 x 500 x 500mmBS0442: 820 x 520 x 520mm,BS0441: 510 x 375 x 330mmBS0442: 670 x 380 x 330mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/phoenix-battery-titan-1280-series/,Phoenix Battery Titan 1280 Series - Fire and Security Safe,"BS1281, Key Lock: 
                  PSBS1281K                
                              
                  BS1281, Electronic Lock: 
                  PSBS1281E                
                              
                  BS1281, Fingerprint Lock: 
                  PSBS1281F                
                              
                  BS1282, Key Lock: 
                  PSBS1282K                
                              
                  BS1282, Electronic Lock: 
                  PSBS1282E                
                              
                  BS1282, Fingerprint Lock: 
                  PSBS1282F                
                              
                  BS1283, Key Lock: 
                  PSBS1283K                
                              
                  BS1283, Electronic Lock: 
                  PSBS1283E                
                              
                  BS1283, Fingerprint Lock: 
                  PSBS1283F",Phoenix Safe Co,,,,,,28.00kg,,Phoenix Battery Titan 1280 Series  Fire and Security Safe.jpg,,,,BS1281: 19 litresBS1282: 25 litresBS1283: 36 litres,,,,,,,,,,,,,,,,,,,,,1281 - Key Lock: BS1281K1281 - Electronic Lock: BS1281E1281 - Fingerprint Lock: BS1281F1282 - Key Lock: BS1282K1282 - Electronic Lock: BS1282E1282 - Fingerprint Lock: BS1282F1283 - Key Lock: BS1283K1283 - Electronic Lock: BS1283E1283 - Fingerprint Lock: BS1283F,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS1281: 360 x 410 x 365mmBS1282: 410 x 450 x 430mmBS1283: 515 x 400 x 440mm,BS1281: 260 x 320 x 235mmBS1282: 320 x 260 x 305mmBS1283: 410 x 300 x 300mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/phoenix-battery-titan-1280-series/,Phoenix Battery Titan 1280 Series - Fire and Security Safe,"BS1281, Key Lock: 
                  PSBS1281K                
                              
                  BS1281, Electronic Lock: 
                  PSBS1281E                
                              
                  BS1281, Fingerprint Lock: 
                  PSBS1281F                
                              
                  BS1282, Key Lock: 
                  PSBS1282K                
                              
                  BS1282, Electronic Lock: 
                  PSBS1282E                
                              
                  BS1282, Fingerprint Lock: 
                  PSBS1282F                
                              
                  BS1283, Key Lock: 
                  PSBS1283K                
                              
                  BS1283, Electronic Lock: 
                  PSBS1283E                
                              
                  BS1283, Fingerprint Lock: 
                  PSBS1283F",Phoenix Safe Co,,,,,,28.00kg,,Phoenix Battery Titan 1280 Series  Fire and Security Safe.jpg,,,,BS1281: 19 litresBS1282: 25 litresBS1283: 36 litres,,,,,,,,,,,,,,,,,,,,,1281 - Key Lock: BS1281K1281 - Electronic Lock: BS1281E1281 - Fingerprint Lock: BS1281F1282 - Key Lock: BS1282K1282 - Electronic Lock: BS1282E1282 - Fingerprint Lock: BS1282F1283 - Key Lock: BS1283K1283 - Electronic Lock: BS1283E1283 - Fingerprint Lock: BS1283F,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS1281: 360 x 410 x 365mmBS1282: 410 x 450 x 430mmBS1283: 515 x 400 x 440mm,BS1281: 260 x 320 x 235mmBS1282: 320 x 260 x 305mmBS1283: 410 x 300 x 300mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=5971,Phoenix Battery Titan 1280 Series - Fire and Security Safe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/phoenix-battery-titan-1280-series/,Phoenix Battery Titan 1280 Series - Fire and Security Safe,"BS1281, Key Lock: 
                  PSBS1281K                
                              
                  BS1281, Electronic Lock: 
                  PSBS1281E                
                              
                  BS1281, Fingerprint Lock: 
                  PSBS1281F                
                              
                  BS1282, Key Lock: 
                  PSBS1282K                
                              
                  BS1282, Electronic Lock: 
                  PSBS1282E                
                              
                  BS1282, Fingerprint Lock: 
                  PSBS1282F                
                              
                  BS1283, Key Lock: 
                  PSBS1283K                
                              
                  BS1283, Electronic Lock: 
                  PSBS1283E                
                              
                  BS1283, Fingerprint Lock: 
                  PSBS1283F",Phoenix Safe Co,,,,,,28.00kg,,Phoenix Battery Titan 1280 Series  Fire and Security Safe.jpg,,,,BS1281: 19 litresBS1282: 25 litresBS1283: 36 litres,,,,,,,,,,,,,,,,,,,,,1281 - Key Lock: BS1281K1281 - Electronic Lock: BS1281E1281 - Fingerprint Lock: BS1281F1282 - Key Lock: BS1282K1282 - Electronic Lock: BS1282E1282 - Fingerprint Lock: BS1282F1283 - Key Lock: BS1283K1283 - Electronic Lock: BS1283E1283 - Fingerprint Lock: BS1283F,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS1281: 360 x 410 x 365mmBS1282: 410 x 450 x 430mmBS1283: 515 x 400 x 440mm,BS1281: 260 x 320 x 235mmBS1282: 320 x 260 x 305mmBS1283: 410 x 300 x 300mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/premium-plus-storage-and-charging-small-cabinet-cemo-lockex/,Premium Plus Storage and Charging Small Cabinet - CEMO LockEX,CEPP8/5F,CEMO,,,,,,85.00kg,CEMO LockEX Datasheet,Premium Plus Storage and Charging Small Cabinet  CEMO LockEX.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620 x 660 x 890mm,450 x 530 x 730mm,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/premium-plus-storage-and-charging-small-cabinet-cemo-lockex/,Premium Plus Storage and Charging Small Cabinet - CEMO LockEX,CEPP8/5F,CEMO,,,,,,85.00kg,CEMO LockEX Datasheet,Premium Plus Storage and Charging Small Cabinet  CEMO LockEX.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620 x 660 x 890mm,450 x 530 x 730mm,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=5987,Premium Plus Storage and Charging Small Cabinet - CEMO LockEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/premium-plus-storage-and-charging-small-cabinet-cemo-lockex/,Premium Plus Storage and Charging Small Cabinet - CEMO LockEX,CEPP8/5F,CEMO,,,,,,85.00kg,CEMO LockEX Datasheet,Premium Plus Storage and Charging Small Cabinet  CEMO LockEX.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620 x 660 x 890mm,450 x 530 x 730mm,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/premium-plus-storage-and-charging-large-cabinet-cemo-lockex/,Premium Plus Storage and Charging Large Cabinet - CEMO LockEX,"Stacking Feet: 
                  CEPP8/10F                
                              
                  Castors: 
                  CEPP8/10C",CEMO,,,,,,Stacking Feet: 135kgCastors: 146kg,CEMO LockEX Datasheet,Premium Plus Storage and Charging Large Cabinet  CEMO LockEX.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stacking Feet: 1110 x 660 x 890mmCastors: 1150 x 660 x 890mm,880 x 530 x 730mm,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/premium-plus-storage-and-charging-large-cabinet-cemo-lockex/,Premium Plus Storage and Charging Large Cabinet - CEMO LockEX,"Stacking Feet: 
                  CEPP8/10F                
                              
                  Castors: 
                  CEPP8/10C",CEMO,,,,,,Stacking Feet: 135kgCastors: 146kg,CEMO LockEX Datasheet,Premium Plus Storage and Charging Large Cabinet  CEMO LockEX.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stacking Feet: 1110 x 660 x 890mmCastors: 1150 x 660 x 890mm,880 x 530 x 730mm,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=5988,Premium Plus Storage and Charging Large Cabinet - CEMO LockEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/premium-plus-storage-and-charging-large-cabinet-cemo-lockex/,Premium Plus Storage and Charging Large Cabinet - CEMO LockEX,"Stacking Feet: 
                  CEPP8/10F                
                              
                  Castors: 
                  CEPP8/10C",CEMO,,,,,,Stacking Feet: 135kgCastors: 146kg,CEMO LockEX Datasheet,Premium Plus Storage and Charging Large Cabinet  CEMO LockEX.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stacking Feet: 1110 x 660 x 890mmCastors: 1150 x 660 x 890mm,880 x 530 x 730mm,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID Signs,https://www.safelincs.co.uk/fire-extinguisher-wall-signs-from-jalite/,Fire Extinguisher Wall Signs from Jalite,"Water Extinguishers, Portrait - 200mm x 80mm: 
                  JSWSWAT                
                              
                  Powder Extinguishers, Portrait - 200mm x 80mm: 
                  JSWSPOW                
                              
                  Wet Chemical Extinguishers, Portrait - 200mm x 80mm: 
                  JSWSWET                
                              
                  CO2 Extinguishers, Portrait - 200mm x 80mm: 
                  JSWSCO2                
                              
                  Portrait - 200mm x 80mm, Dry Water Mist Extinguishers: 
                  JSWSDRYNF                
                              
                  Water Extinguishers, Landscape - 105mm x 150mm: 
                  JS6374ID                
                              
                  Landscape - 105mm x 150mm, Foam Extinguishers (NOT for use on electricals): 
                  JS6373ID                
                              
                  Powder Extinguishers, Landscape - 105mm x 150mm: 
                  JS6370ID                
                              
                  Wet Chemical Extinguishers, Landscape - 105mm x 150mm: 
                  JS6407ID                
                              
                  CO2 Extinguishers, Landscape - 105mm x 150mm: 
                  JS6372ID                
                              
                  Fire Blanket, Landscape - 105mm x 150mm: 
                  JS6376ID                
                              
                  Portrait - 200mm x 80mm, Fire Hose: 
                  JS6365M                
                              
                  Landscape - 105mm x 150mm, Fire Hose: 
                  JS6375ID                
                              
                  Fire Blanket, Portrait - 200mm x 80mm: 
                  JSWSFBL                
                              
                  Portrait - 200mm x 80mm, Foam Extinguishers (NOT for use on electricals): 
                  JSWSFOA                
                              
                  Foam Extinguishers (for use on electricals), Landscape - 105mm x 150mm: 
                  JSSAF07                
                              
                  Foam Extinguishers (for use on electricals), Portrait - 200mm x 80mm: 
                  JSSAF06                
                              
                  Landscape - 105mm x 150mm, Dry Water Mist Extinguishers: 
                  JSZK640IDNF                
                              
                  Portrait - 200mm x 80mm, P50 F Class Wet Chemical (NOT for use on electricals): 
                  JSWSWETF                
                              
                  Landscape - 105mm x 150mm, P50 F Class Wet Chemical (NOT for use on electricals): 
                  JS6117ID                
                              
                  Portrait - 200mm x 80mm, P50 F Class Wet Chemical (for use on electricals): 
                  JSWSWETFE",Jalite signs,,,,,,0.10kg,,Fire Extinguisher Wall Signs from Jalite.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID Signs,https://www.safelincs.co.uk/fire-extinguisher-wall-signs-from-jalite/,Fire Extinguisher Wall Signs from Jalite,"Water Extinguishers, Portrait - 200mm x 80mm: 
                  JSWSWAT                
                              
                  Powder Extinguishers, Portrait - 200mm x 80mm: 
                  JSWSPOW                
                              
                  Wet Chemical Extinguishers, Portrait - 200mm x 80mm: 
                  JSWSWET                
                              
                  CO2 Extinguishers, Portrait - 200mm x 80mm: 
                  JSWSCO2                
                              
                  Portrait - 200mm x 80mm, Dry Water Mist Extinguishers: 
                  JSWSDRYNF                
                              
                  Water Extinguishers, Landscape - 105mm x 150mm: 
                  JS6374ID                
                              
                  Landscape - 105mm x 150mm, Foam Extinguishers (NOT for use on electricals): 
                  JS6373ID                
                              
                  Powder Extinguishers, Landscape - 105mm x 150mm: 
                  JS6370ID                
                              
                  Wet Chemical Extinguishers, Landscape - 105mm x 150mm: 
                  JS6407ID                
                              
                  CO2 Extinguishers, Landscape - 105mm x 150mm: 
                  JS6372ID                
                              
                  Fire Blanket, Landscape - 105mm x 150mm: 
                  JS6376ID                
                              
                  Portrait - 200mm x 80mm, Fire Hose: 
                  JS6365M                
                              
                  Landscape - 105mm x 150mm, Fire Hose: 
                  JS6375ID                
                              
                  Fire Blanket, Portrait - 200mm x 80mm: 
                  JSWSFBL                
                              
                  Portrait - 200mm x 80mm, Foam Extinguishers (NOT for use on electricals): 
                  JSWSFOA                
                              
                  Foam Extinguishers (for use on electricals), Landscape - 105mm x 150mm: 
                  JSSAF07                
                              
                  Foam Extinguishers (for use on electricals), Portrait - 200mm x 80mm: 
                  JSSAF06                
                              
                  Landscape - 105mm x 150mm, Dry Water Mist Extinguishers: 
                  JSZK640IDNF                
                              
                  Portrait - 200mm x 80mm, P50 F Class Wet Chemical (NOT for use on electricals): 
                  JSWSWETF                
                              
                  Landscape - 105mm x 150mm, P50 F Class Wet Chemical (NOT for use on electricals): 
                  JS6117ID                
                              
                  Portrait - 200mm x 80mm, P50 F Class Wet Chemical (for use on electricals): 
                  JSWSWETFE",Jalite signs,,,,,,0.10kg,,Fire Extinguisher Wall Signs from Jalite.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID Signs,https://www.safelincs.co.uk/product_reviews.php?pid=342,Fire Extinguisher Wall Signs from Jalite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
