Source Category,URL,Title,Product Code,Brand,Dimensions (HxDia),Discharge Range,Discharge Time,Operating Temperature,Working Pressure,Weight,Product Datasheets,Image File,Alternative Product Codes,Storage Temperature,Warranty,Capacity,Discharge Range (min),Extinguisher Agent,Dielectrical Test,1 unit,2+ units,5+ units,Dimensions (HxWxDia),Temperature Range,Operating Pressure,Dimensions (HxWxD),Extinguisher ID Sign,Approvals,Extinguisher Contents,Dimensions,Empty Weight,Fire Rating,Hose Length,Maximum Allowable Pressure,Test Pressure,Extinguisher Rating,Manufacturer Part Number,Minimum Burst Pressure,Weight (inc. Cylinder),Kit Contents,Component,"""First Aid in an Emergency"" booklet",Cleansing Wipes,Waterproof Low Allergy Plasters – Pk 10,Disposable Non-Sterile Triangular Bandage 90 x 90 x130cm,HSE Medium Dressing – 12 x 12cm,HSE Large Dressing – 18 x 18cm,SJS Nitrile Powder Free Gloves (pair) – Medium,St. John Ambulance Finger Dressing,Extinguisher Ratings,Case Dimensions (HxWxD),Weave,Dimensions (HxW),Space volume suitable for,Back-Up Battery,Input Voltage,Relative Humidity,Activation Alerts,Detection,Extinguishing Agent,Fire Control Area,Fire Suppression Area,Installation Time,Legionella Control,External Dimensions (HxWxD),Internal Dimensions (HxWxD),Number of Fire Resistant Pads,Battery Suitability,Fabric Weight,Fire Type Suitability,Independent Testing,Internal Exposure Test,Lifespan,Material,Maximum Temperature,PFAS-Free,Certification,Number of Sockets,Door Swing,Handle Depth,Shelves,Construction,Dimensions (HxL),Item,Waterproof Low Allergy Plasters - Pk 10,HSE Medium Dressing - 12 x 12cm,HSE Large Dressing - 18 x 18cm,SJS Nitrile Powder Free Gloves (pair) - Medium,Medium Dressing 12x12cm,Traumafix Dressing 10x18cm,Low-Adherent Dressing 7.5x7.5cm,Triangular Bandage,Washproof Plasters (assorted) 10pk,Sterile Moist Cleansing Wipes 10pk,Nitrile Powder Free Gloves (pair),Revive-aid (Resuscitation mask with valve),Disposable Heat Retaining Foil Blanket,Burnshield® Burns Dressing 10x10cm,Tuff-Kut Scissors,"""First Aid in an Emergency"" Booklet",Burnshield® Burn Blott sachets (3.5g),Sterile Cleansing Wipes,HSE Medium Dressing (12 x 12cm),HSE Large Dressing (18 x 18cm),Resuscitation Face Shield,Green Plastic Tweezers,Microporous Tape (1.25cm x 10m),No. 16 Sterile Eye Pad Dressing,Non-Sterile Triangular Bandage (90 x 90 x 130cm),Eye Wash Phials (20ml),Dimensions (L),Max. Extinguisher Dimensions,Suitability,Recyclable
Lithium Ion Extinguishers,https://www.safelincs.co.uk/li-safe-battery-fire-protection-box/,Lithium-Ion Battery Fire Protection Box - CEMO Li-SAFE,"Li-SAFE 2-S: 
                  CELISAFE2S                
                              
                  Li-SAFE 2-L: 
                  CELISAFE2L                
                              
                  Li-SAFE 3-S: 
                  CELISAFE3S",CEMO,,,,,,CELISAFE2S: 4.5kgCELISAFE2L: 6.7kgCELISAFE3S: 6kg,,LithiumIon Battery Fire Protection Box  CEMO LiSAFE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Li-SAFE 2-S: 215 x 300 x 400mmLi-SAFE 2-L: 280 x 300 x 500mmLi-SAFE 3-S: 340 x 300 x 400mm,Li-SAFE 2-S: 90 x 190 x 300mmLi-SAFE 2-L: 150 x 170 x 400mmLi-SAFE 3-S: 215 x 190 x 300mm,Li-SAFE 2-S: 2Li-SAFE 2-L: 4Li-SAFE 3-S: 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/lithco-fire-protection-pallet-cover/,Lithco Fire Protection Pallet Cover,UFLPB1,Ultrafire,,,,,,10.00kg,,Lithco Fire Protection Pallet Cover.jpg,,,,,,,,,,,,,,1100 x 1050 x 1250mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 840Wh,560gsm,Mixed risk including lithium-ion batteries,KIWA MPA Dresden,1100°C,10 Years,Woven Glass Textile coated with Silicone / Graphite Coating,Short Term: 970°CContinuous: 800°C,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/lithco-fire-protection-pallet-cover/,Lithco Fire Protection Pallet Cover,UFLPB1,Ultrafire,,,,,,10.00kg,,Lithco Fire Protection Pallet Cover.jpg,,,,,,,,,,,,,,1100 x 1050 x 1250mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 840Wh,560gsm,Mixed risk including lithium-ion batteries,KIWA MPA Dresden,1100°C,10 Years,Woven Glass Textile coated with Silicone / Graphite Coating,Short Term: 970°CContinuous: 800°C,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=6045,Lithco Fire Protection Pallet Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/lithco-fire-protection-pallet-cover/,Lithco Fire Protection Pallet Cover,UFLPB1,Ultrafire,,,,,,10.00kg,,Lithco Fire Protection Pallet Cover.jpg,,,,,,,,,,,,,,1100 x 1050 x 1250mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 840Wh,560gsm,Mixed risk including lithium-ion batteries,KIWA MPA Dresden,1100°C,10 Years,Woven Glass Textile coated with Silicone / Graphite Coating,Short Term: 970°CContinuous: 800°C,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/lithco-electric-vehicle-fire-blanket/,Lithco Electric Vehicle Fire Blanket with Telescopic Poles,UFLEVB1,,,,,,,28.00kg,,Lithco Electric Vehicle Fire Blanket with Telescopic Poles.jpg,,,,,,,,,,,,,,,,,,Blanket: 6000 x 8000mmFolded in Bag: 1020 x 440 x 250mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 840Wh,,,,,10 Years,,Short Term: 970°CContinuous: 800°C,,DIN Spec 91489:2024-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/lithco-electric-vehicle-fire-blanket/,Lithco Electric Vehicle Fire Blanket with Telescopic Poles,UFLEVB1,,,,,,,28.00kg,,Lithco Electric Vehicle Fire Blanket with Telescopic Poles.jpg,,,,,,,,,,,,,,,,,,Blanket: 6000 x 8000mmFolded in Bag: 1020 x 440 x 250mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 840Wh,,,,,10 Years,,Short Term: 970°CContinuous: 800°C,,DIN Spec 91489:2024-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=6046,Lithco Electric Vehicle Fire Blanket with Telescopic Poles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/lithco-electric-vehicle-fire-blanket/,Lithco Electric Vehicle Fire Blanket with Telescopic Poles,UFLEVB1,,,,,,,28.00kg,,Lithco Electric Vehicle Fire Blanket with Telescopic Poles.jpg,,,,,,,,,,,,,,,,,,Blanket: 6000 x 8000mmFolded in Bag: 1020 x 440 x 250mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 840Wh,,,,,10 Years,,Short Term: 970°CContinuous: 800°C,,DIN Spec 91489:2024-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/brimstone-fire-suppression-blanket/,Electric Vehicle XL Fire Blanket - Brimstone,BRIMEVBLANKETS,,,,,,,41.00kg,,Electric Vehicle XL Fire Blanket  Brimstone.jpg,"BRIMEVBLAN, BRIMEVBLANXL, FP-BL-ST-EV-K1, FP-BL-XL-EV-K1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extra Large (XL): 7.62 x 10m approx.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/brimstone-fire-suppression-blanket/,Electric Vehicle XL Fire Blanket - Brimstone,BRIMEVBLANKETS,,,,,,,41.00kg,,Electric Vehicle XL Fire Blanket  Brimstone.jpg,"BRIMEVBLAN, BRIMEVBLANXL, FP-BL-ST-EV-K1, FP-BL-XL-EV-K1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extra Large (XL): 7.62 x 10m approx.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=5975,Electric Vehicle XL Fire Blanket - Brimstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/brimstone-fire-suppression-blanket/,Electric Vehicle XL Fire Blanket - Brimstone,BRIMEVBLANKETS,,,,,,,41.00kg,,Electric Vehicle XL Fire Blanket  Brimstone.jpg,"BRIMEVBLAN, BRIMEVBLANXL, FP-BL-ST-EV-K1, FP-BL-XL-EV-K1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extra Large (XL): 7.62 x 10m approx.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/electric-vehicle-standard-fire-blanket-brimstone/,Electric Vehicle Standard Fire Blanket - Brimstone,"Add Extension Poles: 
                  BRIMEVBLANP                
                              
                  No Extension Pole: 
                  BRIMEVBLAN",,,,,,,BRIMEVBLANP: 26.36kgBRIMEVBLAN: 25kg,,Electric Vehicle Standard Fire Blanket  Brimstone.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/electric-vehicle-standard-fire-blanket-brimstone/,Electric Vehicle Standard Fire Blanket - Brimstone,"Add Extension Poles: 
                  BRIMEVBLANP                
                              
                  No Extension Pole: 
                  BRIMEVBLAN",,,,,,,BRIMEVBLANP: 26.36kgBRIMEVBLAN: 25kg,,Electric Vehicle Standard Fire Blanket  Brimstone.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=6003,Electric Vehicle Standard Fire Blanket - Brimstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/electric-vehicle-standard-fire-blanket-brimstone/,Electric Vehicle Standard Fire Blanket - Brimstone,"Add Extension Poles: 
                  BRIMEVBLANP                
                              
                  No Extension Pole: 
                  BRIMEVBLAN",,,,,,,BRIMEVBLANP: 26.36kgBRIMEVBLAN: 25kg,,Electric Vehicle Standard Fire Blanket  Brimstone.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/electric-vehicle-car-fire-blanket-bridgehill/,Car Fire Blanket for Electric Vehicles - Bridgehill,XLBH100,Bridgehill,,,,Working temperature: 800°CMax core temperature: 1600°C,,"Blanket only: 26kgBlanket, bag & gloves: 30kg",Bridgehill Car Fire Blanket - Technical Datasheet,Car Fire Blanket for Electric Vehicles  Bridgehill.jpg,,,,,,,,,,,,,,,,,,Blanket (HxW): 6 x 8 metresBlanket in storage bag (LxWxD): 80 x 27 x 22cm,,,,,,,,,,,,,,,,,,,,,,Core material: Pyroxene (400gsm)Coating: Silicon polymer (150gsm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/electric-vehicle-car-fire-blanket-bridgehill/,Car Fire Blanket for Electric Vehicles - Bridgehill,XLBH100,Bridgehill,,,,Working temperature: 800°CMax core temperature: 1600°C,,"Blanket only: 26kgBlanket, bag & gloves: 30kg",Bridgehill Car Fire Blanket - Technical Datasheet,Car Fire Blanket for Electric Vehicles  Bridgehill.jpg,,,,,,,,,,,,,,,,,,Blanket (HxW): 6 x 8 metresBlanket in storage bag (LxWxD): 80 x 27 x 22cm,,,,,,,,,,,,,,,,,,,,,,Core material: Pyroxene (400gsm)Coating: Silicon polymer (150gsm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=5635,Car Fire Blanket for Electric Vehicles - Bridgehill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/electric-vehicle-car-fire-blanket-bridgehill/,Car Fire Blanket for Electric Vehicles - Bridgehill,XLBH100,Bridgehill,,,,Working temperature: 800°CMax core temperature: 1600°C,,"Blanket only: 26kgBlanket, bag & gloves: 30kg",Bridgehill Car Fire Blanket - Technical Datasheet,Car Fire Blanket for Electric Vehicles  Bridgehill.jpg,,,,,,,,,,,,,,,,,,Blanket (HxW): 6 x 8 metresBlanket in storage bag (LxWxD): 80 x 27 x 22cm,,,,,,,,,,,,,,,,,,,,,,Core material: Pyroxene (400gsm)Coating: Silicon polymer (150gsm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/basic-storage-and-charging-small-cabinet-cemo-lockex/,Basic Storage and Charging Small Cabinet - CEMO LockEX,CEB8/5F,CEMO,,,,,,84.00kg,CEMO LockEX Datasheet,Basic Storage and Charging Small Cabinet  CEMO LockEX.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620 x 660 x 800mm,450 x 530 x 730mm,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/basic-storage-and-charging-small-cabinet-cemo-lockex/,Basic Storage and Charging Small Cabinet - CEMO LockEX,CEB8/5F,CEMO,,,,,,84.00kg,CEMO LockEX Datasheet,Basic Storage and Charging Small Cabinet  CEMO LockEX.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620 x 660 x 800mm,450 x 530 x 730mm,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=5979,Basic Storage and Charging Small Cabinet - CEMO LockEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/basic-storage-and-charging-small-cabinet-cemo-lockex/,Basic Storage and Charging Small Cabinet - CEMO LockEX,CEB8/5F,CEMO,,,,,,84.00kg,CEMO LockEX Datasheet,Basic Storage and Charging Small Cabinet  CEMO LockEX.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620 x 660 x 800mm,450 x 530 x 730mm,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/basic-storage-and-charging-large-cabinet-cemo-lockex/,Basic Storage and Charging Large Cabinet - CEMO LockEX,"Stacking Feet: 
                  CEB8/10F                
                              
                  Castors: 
                  CEB8/10C",CEMO,,,,,,With Stacking Feet: 135kgWith Castors: 146kg,CEMO LockEX Datasheet,Basic Storage and Charging Large Cabinet  CEMO LockEX.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,With Stacking Feet: 1110 x 660 x 800mmWith Castors: 1150 x 660 x 800mm,840 x 530 x 730mm,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/basic-storage-and-charging-large-cabinet-cemo-lockex/,Basic Storage and Charging Large Cabinet - CEMO LockEX,"Stacking Feet: 
                  CEB8/10F                
                              
                  Castors: 
                  CEB8/10C",CEMO,,,,,,With Stacking Feet: 135kgWith Castors: 146kg,CEMO LockEX Datasheet,Basic Storage and Charging Large Cabinet  CEMO LockEX.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,With Stacking Feet: 1110 x 660 x 800mmWith Castors: 1150 x 660 x 800mm,840 x 530 x 730mm,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=5980,Basic Storage and Charging Large Cabinet - CEMO LockEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/basic-storage-and-charging-large-cabinet-cemo-lockex/,Basic Storage and Charging Large Cabinet - CEMO LockEX,"Stacking Feet: 
                  CEB8/10F                
                              
                  Castors: 
                  CEB8/10C",CEMO,,,,,,With Stacking Feet: 135kgWith Castors: 146kg,CEMO LockEX Datasheet,Basic Storage and Charging Large Cabinet  CEMO LockEX.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,With Stacking Feet: 1110 x 660 x 800mmWith Castors: 1150 x 660 x 800mm,840 x 530 x 730mm,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/phoenix-lithium-ion-battery-commander-1931-fireproof-safe/,Phoenix Battery Commander 1931 - Lithium-Ion Battery Safe,"Key Lock: 
                  PSBS1931K                
                              
                  Electronic Lock: 
                  PSBS1931E                
                              
                  Fingerprint Lock: 
                  PSBS1931F",Phoenix Safe Co,,,,,,300.00kg,BS1930 Series Battery Commander,Phoenix Battery Commander 1931  LithiumIon Battery Safe.jpg,,,,220 litres,,,,,,,,,,Internal: 980 x 510 x 440mmExternal: 1245 x 690 x 650mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650mm,40mm,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/phoenix-lithium-ion-battery-commander-1931-fireproof-safe/,Phoenix Battery Commander 1931 - Lithium-Ion Battery Safe,"Key Lock: 
                  PSBS1931K                
                              
                  Electronic Lock: 
                  PSBS1931E                
                              
                  Fingerprint Lock: 
                  PSBS1931F",Phoenix Safe Co,,,,,,300.00kg,BS1930 Series Battery Commander,Phoenix Battery Commander 1931  LithiumIon Battery Safe.jpg,,,,220 litres,,,,,,,,,,Internal: 980 x 510 x 440mmExternal: 1245 x 690 x 650mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650mm,40mm,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=5668,Phoenix Battery Commander 1931 - Lithium-Ion Battery Safe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/phoenix-lithium-ion-battery-commander-1931-fireproof-safe/,Phoenix Battery Commander 1931 - Lithium-Ion Battery Safe,"Key Lock: 
                  PSBS1931K                
                              
                  Electronic Lock: 
                  PSBS1931E                
                              
                  Fingerprint Lock: 
                  PSBS1931F",Phoenix Safe Co,,,,,,300.00kg,BS1930 Series Battery Commander,Phoenix Battery Commander 1931  LithiumIon Battery Safe.jpg,,,,220 litres,,,,,,,,,,Internal: 980 x 510 x 440mmExternal: 1245 x 690 x 650mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650mm,40mm,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/phoenix-lithium-ion-battery-commander-1932-fireproof-safe/,Phoenix Battery Commander 1932 - Lithium-Ion Battery Safe,"Key Lock: 
                  PSBS1932K                
                              
                  Electronic Lock: 
                  PSBS1932E                
                              
                  Fingerprint Lock: 
                  PSBS1932F",Phoenix Safe Co,,,,,,400.00kg,BS1930 Series Battery Commander,Phoenix Battery Commander 1932  LithiumIon Battery Safe.jpg,,,,338 litres,,,,,,,,,,Internal: 1505 x 510 x 440mmExternal: 1770 x 690 x 650mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470mm,40mm,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/phoenix-lithium-ion-battery-commander-1932-fireproof-safe/,Phoenix Battery Commander 1932 - Lithium-Ion Battery Safe,"Key Lock: 
                  PSBS1932K                
                              
                  Electronic Lock: 
                  PSBS1932E                
                              
                  Fingerprint Lock: 
                  PSBS1932F",Phoenix Safe Co,,,,,,400.00kg,BS1930 Series Battery Commander,Phoenix Battery Commander 1932  LithiumIon Battery Safe.jpg,,,,338 litres,,,,,,,,,,Internal: 1505 x 510 x 440mmExternal: 1770 x 690 x 650mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470mm,40mm,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=5669,Phoenix Battery Commander 1932 - Lithium-Ion Battery Safe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/phoenix-lithium-ion-battery-commander-1932-fireproof-safe/,Phoenix Battery Commander 1932 - Lithium-Ion Battery Safe,"Key Lock: 
                  PSBS1932K                
                              
                  Electronic Lock: 
                  PSBS1932E                
                              
                  Fingerprint Lock: 
                  PSBS1932F",Phoenix Safe Co,,,,,,400.00kg,BS1930 Series Battery Commander,Phoenix Battery Commander 1932  LithiumIon Battery Safe.jpg,,,,338 litres,,,,,,,,,,Internal: 1505 x 510 x 440mmExternal: 1770 x 690 x 650mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470mm,40mm,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/phoenix-lithium-ion-battery-commander-1934-fireproof-safe/,Phoenix Battery Commander 1934 - Lithium-Ion Battery Safe,"Key Lock: 
                  PSBS1934K                
                              
                  Electronic Lock: 
                  PSBS1934E                
                              
                  Fingerprint Lock: 
                  PSBS1934F",Phoenix Safe Co,,,,,,590.00kg,BS1930 Series Battery Commander,Phoenix Battery Commander 1934  LithiumIon Battery Safe.jpg,,,,626 Litres,,,,,,,,,,Internal: 1505 x 945 x 440mmExternal: 1770 x 1125 x 650mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560mm,40mm,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/phoenix-lithium-ion-battery-commander-1934-fireproof-safe/,Phoenix Battery Commander 1934 - Lithium-Ion Battery Safe,"Key Lock: 
                  PSBS1934K                
                              
                  Electronic Lock: 
                  PSBS1934E                
                              
                  Fingerprint Lock: 
                  PSBS1934F",Phoenix Safe Co,,,,,,590.00kg,BS1930 Series Battery Commander,Phoenix Battery Commander 1934  LithiumIon Battery Safe.jpg,,,,626 Litres,,,,,,,,,,Internal: 1505 x 945 x 440mmExternal: 1770 x 1125 x 650mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560mm,40mm,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=5671,Phoenix Battery Commander 1934 - Lithium-Ion Battery Safe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithium Ion Extinguishers,https://www.safelincs.co.uk/phoenix-lithium-ion-battery-commander-1934-fireproof-safe/,Phoenix Battery Commander 1934 - Lithium-Ion Battery Safe,"Key Lock: 
                  PSBS1934K                
                              
                  Electronic Lock: 
                  PSBS1934E                
                              
                  Fingerprint Lock: 
                  PSBS1934F",Phoenix Safe Co,,,,,,590.00kg,BS1930 Series Battery Commander,Phoenix Battery Commander 1934  LithiumIon Battery Safe.jpg,,,,626 Litres,,,,,,,,,,Internal: 1505 x 945 x 440mmExternal: 1770 x 1125 x 650mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560mm,40mm,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
